dos_paneles_con_destino_aparte	two_panes_with_separate_destination
el_fichero_del_usuario_gana_al_preset_del_mismo_nombre	the_user_file_wins_over_the_preset_of_the_same_name
el_filtro_casa_por_subsecuencia_sin_mayusculas	the_filter_matches_by_subsequence_case_insensitively
el_final_es_una_orden_propia	the_end_is_its_own_command
el_foco_abandona_el_pane_que_el_colapso_dejo_fuera	focus_leaves_the_pane_the_collapse_left_out
el_foco_cicla_en_los_dos_sentidos	focus_cycles_in_both_directions
el_fondo_desplaza_hacia_arriba	the_background_scrolls_upward
el_formato_ajeno_no_cambia_el_aviso_de_bloques	a_foreign_format_does_not_change_the_blocks_warning
el_frontend_de_terminal_loguea_al_fichero_y_no_a_la_pantalla	the_terminal_frontend_logs_to_the_file_and_not_to_the_screen
el_guard_cancela_al_abandonar_y_calla_si_se_desarma	the_guard_cancels_on_drop_and_stays_quiet_if_disarmed
el_gutter_de_marca_solo_pinta_la_fila_marcada	the_mark_gutter_only_paints_the_marked_row
el_hexadecimal_del_corpus_tambien_se_desplaza	the_corpus_hex_also_scrolls
el_hueco_bajo_la_ultima_entrada_no_es_la_ultima_entrada	the_slot_below_the_last_entry_is_not_the_last_entry
el_hueco_de_preview_con_el_foco_se_mueve_con_las_teclas_del_visor	the_preview_slot_with_focus_moves_with_the_viewer_keys
el_hueco_de_preview_sigue_al_cursor_y_ensena_el_visor	the_preview_slot_follows_the_cursor_and_shows_the_viewer
el_hueco_del_sidebar_no_aparece_como_listado	the_sidebar_slot_does_not_appear_as_a_listing
el_informe_de_la_sincronizacion_dice_lo_que_fallo	the_sync_report_says_what_failed
el_intercambio_cruza_los_huecos_del_relleno_en_vuelo	the_swap_crosses_the_in_flight_filler_slots
el_intercambio_sin_nada_en_vuelo_no_inventa_nada	the_swap_with_nothing_in_flight_invents_nothing
el_intercambio_voltea_el_pane_de_la_busqueda_viva	the_swap_flips_the_pane_with_the_live_search
el_interruptor_de_la_cola_viaja_con_la_transferencia	the_queue_switch_travels_with_the_transfer
el_invariante_del_rastro_aguanta_cualquier_secuencia	the_trail_invariant_holds_up_under_any_sequence
el_juego_de_dibujo_pinta_lineas_y_no_letras	the_line_drawing_set_paints_lines_and_not_letters
el_keymap_de_la_ultima_capa_se_marca_como_proyecto	the_last_layer_keymap_is_marked_as_project
el_layout_de_estos_tests_es_el_que_se_pinta	the_layout_of_these_tests_is_the_one_that_gets_painted
el_layout_de_la_linea_de_ordenes_puede_ser_del_usuario	the_command_line_layout_can_be_the_users
el_lote_dice_cuantas_terminaron_bien_y_cuantas_no	the_batch_says_how_many_finished_well_and_how_many_did_not
el_marco_del_plugin_se_pinta_con_su_titulo	the_plugin_frame_is_painted_with_its_title
el_mensaje_corto_dice_que_no_esta_construido_en_ambos_locales	the_short_message_says_it_is_not_built_in_both_locales
el_mensaje_corto_tampoco_lleva_un_hazard_de_terminal	the_short_message_also_does_not_carry_a_terminal_hazard
el_mensaje_de_contador_ignorado_lleva_los_dos_argumentos_en_ambos_locales	the_ignored_counter_message_carries_both_arguments_in_both_locales
el_mensaje_de_contador_ignorado_nombra_comando_y_numero	the_ignored_counter_message_names_command_and_number
el_mensaje_de_no_disponible_jamas_lleva_un_hazard_de_terminal	the_not_available_message_never_carries_a_terminal_hazard
el_mensaje_de_no_disponible_lleva_los_tres_argumentos_en_ambos_locales	the_not_available_message_carries_the_three_arguments_in_both_locales
el_mensaje_de_no_disponible_nombra_el_comando_y_el_motivo	the_not_available_message_names_the_command_and_the_reason
el_menu_se_abre_con_el_teclado_dentro_de_un_panel_lateral	the_menu_opens_with_the_keyboard_inside_a_side_panel
el_menu_se_pinta_y_sus_zonas_coinciden	the_menu_is_painted_and_its_zones_match
el_menu_se_recorre_y_lo_elegido_corre	the_menu_is_traversed_and_the_chosen_one_runs
el_mismo_fichero_dos_veces_no_es_una_comparacion	the_same_file_twice_is_not_a_comparison
el_modal_de_nombre_en_destino_elide_las_rutas	the_name_in_destination_modal_elides_the_paths
el_modal_de_sumas_enmascara_y_marca_el_corte	the_checksums_modal_masks_and_marks_the_cut
el_modal_de_un_lote_pinta_una_ruta_por_linea_y_resume_el_resto	the_batch_modal_paints_one_path_per_line_and_summarizes_the_rest
el_modo_sale_del_atributo_del_listado	the_mode_comes_from_the_listing_attribute
el_nivel_del_anillo_sube_no_baja_y_vuelve_al_cerrar	the_ring_level_rises_never_lowers_and_resets_on_close
el_nivel_del_daemon_va_en_la_captura_y_no_en_el_nivel	the_daemon_level_goes_in_the_capture_and_not_in_the_level
el_objetivo_lleva_el_hueco_de_la_hoja	the_target_carries_the_sheets_slot
el_objetivo_lleva_el_hueco_del_preview	the_target_carries_the_previews_slot
el_orden_de_foco_solo_lleva_visibles_enfocables	the_focus_order_only_carries_visible_focusable_ones
el_orden_de_los_anclajes_es_el_de_quien_tapa_a_quien	the_order_of_the_anchors_is_who_covers_whom
el_panel_de_agentes_deshace_la_sesion_elegida	the_agents_pane_undoes_the_chosen_session
el_panel_de_diferencias_se_come_el_raton_como_cualquier_overlay	the_diff_pane_eats_the_mouse_like_any_overlay
el_panel_de_procesos_toma_el_teclado_al_abrir	the_processes_pane_takes_the_keyboard_on_open
el_panel_despacha_su_vocabulario_entero	the_pane_dispatches_its_entire_vocabulary
el_panel_recien_partido_se_queda_el_foco	the_freshly_split_pane_keeps_the_focus
el_paquete_trae_el_daemon_y_el_cli	the_package_brings_the_daemon_and_the_cli
el_perfil_pegajoso_pide_el_cambio	the_sticky_profile_asks_for_the_change
el_perfil_se_lee_y_conserva_sus_bytes	the_profile_is_read_and_keeps_its_bytes
el_pie_de_las_sumas_solo_ofrece_copiar_cuando_hay_digests	the_checksums_footer_only_offers_copy_when_there_are_digests
el_pie_del_modal_de_aprobacion_se_pinta_con_un_lote_gigante	the_approval_modal_footer_is_painted_with_a_giant_batch
el_pie_del_panel_cuenta_y_dice_el_espacio_libre	the_pane_footer_counts_and_tells_the_free_space
el_plan_del_lote_solo_rellena_al_modal_que_lo_esperaba	the_batch_plan_only_fills_the_modal_that_was_waiting_for_it
el_plan_omite_lo_que_no_cambia_y_el_contador_no_salta	the_plan_omits_what_does_not_change_and_the_counter_does_not_skip
el_polling_detecta_cambios_y_se_cancela_limpio	polling_detects_changes_and_cancels_cleanly
el_preset_que_ate_layout_processes_lo_ata_en_las_dos_pantallas	the_preset_that_binds_layout_processes_binds_it_on_both_screens
el_presupuesto_de_key_descuenta_el_prefijo_root	the_key_budget_deducts_the_root_prefix
el_primer_hueco_es_a_quien_se_le_pregunta	the_first_slot_is_the_one_that_gets_asked
el_puente_abre_su_brazo_de_streams_una_sola_vez	the_bridge_opens_its_streams_arm_only_once
el_rastro_de_vuelta_sobrevive	the_trail_back_survives
el_rect_del_visor_es_el_hueco_que_draw_viewer_deja_en_blanco	the_viewer_rect_is_the_slot_draw_viewer_leaves_blank
el_renderer_no_pide_ninguna_clave_que_no_exista	the_renderer_does_not_ask_for_any_key_that_does_not_exist
el_resumen_cuenta_lo_que_se_va_a_crear_y_lo_que_se_mueve	the_summary_counts_what_will_be_created_and_what_is_moved
el_selector_de_conexiones_lo_llena_el_daemon	the_connections_selector_is_filled_by_the_daemon
el_selector_de_perfiles_ensena_y_lo_elegido_se_aplica	the_profiles_selector_shows_and_the_chosen_one_is_applied
el_selector_de_tema_elige_y_avisa_a_quien_hospeda	the_theme_selector_chooses_and_notifies_the_host
el_selector_lista_las_de_fabrica_y_las_del_usuario	the_selector_lists_the_factory_ones_and_the_users
el_shell_anuncia_donde_esta	the_shell_announces_where_it_is
el_sidebar_despacha_su_propia_tecla	the_sidebar_dispatches_its_own_key
el_sidebar_ocupa_dieciseis_celdas_y_el_listado_empieza_en_la_diecisiete	the_sidebar_occupies_sixteen_cells_and_the_listing_starts_at_seventeen
el_subshell_sigue_al_panel_con_un_nombre_hostil	the_subshell_follows_the_pane_with_a_hostile_name
el_suspend_no_enciende_una_captura_que_estaba_apagada	suspend_does_not_turn_on_a_capture_that_was_off
el_tablero_se_recorre_y_se_descarta	the_dashboard_is_traversed_and_discarded
el_tabulador_cicla_los_listados_y_se_salta_los_laterales	tab_cycles_the_listings_and_skips_the_sides
el_tamano_y_la_fecha_no_van_en_blanco	the_size_and_the_date_are_not_left_blank
el_tema_de_un_perfil_puede_ser_una_ruta	a_profiles_theme_can_be_a_path
el_tema_puede_ser_un_fichero	the_theme_can_be_a_file
el_texto_de_cada_preset_llega_al_suelo_de_contraste	each_presets_text_reaches_the_contrast_floor
el_texto_de_sumas_omite_lo_que_no_tiene_digest	the_checksums_text_omits_what_has_no_digest
el_texto_del_guest_se_enmascara_y_el_cromo_no_se_concede	the_guests_text_is_masked_and_chrome_is_not_granted
el_texto_llena_la_fila_y_el_salto_baja	the_text_fills_the_row_and_the_line_break_moves_down
el_tope_de_planes_retenidos_no_sale_como_error_interno	the_retained_plans_cap_does_not_come_out_as_an_internal_error
el_tope_remoto_tira_lo_viejo_y_lo_cuenta	the_remote_cap_discards_the_old_and_counts_it
el_tope_se_acota_y_al_bajar_se_queda_lo_cercano	the_cap_is_bounded_and_lowering_it_keeps_what_is_near
el_total_de_pasos_suma_las_clases_y_solo_las_clases	the_total_steps_add_up_the_classes_and_only_the_classes
el_ultimo_gana_por_campo_y_las_capas_de_keymap_se_acumulan	last_one_wins_per_field_and_keymap_layers_accumulate
el_usuario_no_sale_en_el_detalle_de_un_rechazo	the_user_does_not_appear_in_a_rejections_detail
el_veredicto_del_lote_sobrevive_a_un_terminal_corto	the_batch_verdict_survives_a_short_terminal
elegir_una_rama_navega_el_listado_y_el_arbol_no_se_mueve	choosing_a_branch_navigates_the_listing_and_the_tree_does_not_move
empaquetar_rehusa_un_formato_que_no_se_escribe	packaging_refuses_a_format_that_cannot_be_written
empaquetar_saca_el_formato_del_nombre	packaging_derives_the_format_from_the_name
en_columna_cada_boton_es_una_fila_del_borde_izquierdo	in_column_mode_each_button_is_a_row_on_the_left_edge
en_estrecho_las_filas_se_pulsan_y_la_descripcion_no	in_narrow_mode_the_rows_are_clickable_and_the_description_is_not
en_kitty_con_miniatura_colocada_no_sale_el_aviso	in_kitty_with_thumbnail_placed_the_warning_does_not_appear
en_kitty_sin_miniatura_el_visor_lo_dice_y_no_se_come_la_posicion	in_kitty_without_thumbnail_the_viewer_says_so_and_does_not_eat_the_position
en_kitty_sin_miniatura_el_visor_lo_dice_y_no_se_come_la_posicion_en_ingles	in_kitty_without_thumbnail_the_viewer_says_so_and_does_not_eat_the_position_in_english
en_off_no_se_avisa_porque_lo_pidio_el_lector	in_off_mode_there_is_no_warning_because_the_reader_asked_for_it
en_solo_lectura_copiar_no_abre_nada	in_read_only_copying_opens_nothing
en_solo_lectura_el_panel_dice_que_no_escucha	in_read_only_the_pane_says_it_does_not_listen
en_solo_lectura_la_paleta_no_ofrece_lo_que_muta	in_read_only_the_palette_does_not_offer_what_mutates
en_solo_lectura_no_se_deshace_una_sesion	in_read_only_a_session_cannot_be_undone
en_solo_lectura_no_se_ejecuta_un_comando_de_extension	in_read_only_an_extension_command_does_not_run
en_solo_lectura_no_se_gobierna_ninguna_extension	in_read_only_no_extension_is_governed
en_solo_lectura_no_se_lanza_nada_del_escritorio	in_read_only_nothing_from_the_desktop_is_launched
en_un_espejo_cada_mitad_se_archiva_por_su_cuenta	in_a_mirror_each_half_archives_on_its_own
en_un_panel_local_no_hay_conexion_que_cerrar	in_a_local_pane_there_is_no_connection_to_close
encender_sin_aprobar_se_rehusa	turning_on_without_approving_is_refused
enter_en_un_favorito_da_el_destino_y_suelta_el_teclado	enter_on_a_favorite_gives_the_destination_and_releases_the_keyboard
enter_en_un_favorito_roto_explica_en_la_barra	enter_on_a_broken_favorite_explains_in_the_bar
enter_en_una_cabecera_no_hace_nada	enter_on_a_header_does_nothing
entrar_dos_veces_en_la_alterna_no_pierde_la_de_verdad	entering_the_alternate_screen_twice_does_not_lose_the_real_one
entry_crea_por_defecto_y_iter_va_en_orden	entry_creates_by_default_and_iter_goes_in_order
eof_con_tool_en_vuelo_termina_limpio	eof_with_tool_in_flight_ends_cleanly
esc_cancela_limpio_sin_destino_a_medias	esc_cancels_cleanly_without_a_half_finished_destination
esc_limpia_el_contador	esc_clears_the_counter
escribir_devuelve_el_cursor_arriba	typing_returns_the_cursor_up
faults_cuenta_las_llamadas_a_read	faults_counts_the_calls_to_read
fichero_corrupto_es_error_no_panic	corrupt_file_is_an_error_not_a_panic
fichero_ilegible_es_error_no_tofu	unreadable_file_is_an_error_not_tofu
filling_de_un_pane_no_toca_el_hueco_del_otro	filling_of_one_pane_does_not_touch_the_others_slot
fixtures_nuevas_de_169_cumplen_lo_que_prometen	new_fixtures_from_169_deliver_what_they_promise
footer_de_aprobacion_enmascara_chord_hostil_de_una_capa	approval_footer_masks_a_layers_hostile_chord
ftps_require_conecta_y_valida_cert	ftps_require_connects_and_validates_cert
fuera_de_una_zona_no_se_despacha_nada	outside_a_zone_nothing_is_dispatched
girar_cambia_el_eje_del_reparto_interior	rotating_changes_the_inner_splits_axis
guardar_y_restaurar_el_cursor_lleva_el_estilo	saving_and_restoring_the_cursor_carries_the_style
has_room_to_split_dice_que_no_cuando_el_reparto_colapsaria	has_room_to_split_says_no_when_the_split_would_collapse
host_con_caracteres_de_formato_rechazado	host_with_format_characters_is_rejected
igualar_devuelve_los_paneles_a_la_mitad	equalizing_returns_the_panes_to_half
igualar_solo_toca_los_ponderados	equalizing_only_touches_the_weighted_ones
insertar_el_mismo_kind_dos_veces_reemplaza	inserting_the_same_kind_twice_replaces
insertar_y_borrar_caracteres_en_la_fila	inserting_and_deleting_characters_in_the_row
insertar_y_borrar_lineas	inserting_and_deleting_lines
intercambiar_mueve_el_contenido_no_los_ids	swapping_moves_the_content_not_the_ids
invoke_ejecuta_y_reporta_ok	invoke_executes_and_reports_ok
juntar_exige_empezar_por_el_primer_trozo	joining_requires_starting_with_the_first_chunk
key_de_mas_de_1024_bytes_se_rechaza_upfront	key_over_1024_bytes_is_rejected_upfront
keys_sembradas_desde_fuera_que_nosotros_no_creariamos	keys_seeded_from_outside_that_we_would_not_create
kitty_a_off_suelta_la_miniatura_colocada_ya_puesta	kitty_to_off_releases_the_already_placed_thumbnail
kitty_forzado_manda_aunque_la_sonda_dijera_que_no	forced_kitty_wins_even_if_the_probe_said_no
la_aprobacion_de_un_chmod_pinta_el_modo	the_approval_of_a_chmod_paints_the_mode
la_ayuda_se_pinta_sobre_el_viewer	the_help_is_painted_over_the_viewer
la_ayuda_y_la_version_se_reconocen	help_and_version_are_recognized
la_barra_anuncia_lo_que_haria_soltar_ahora	the_bar_announces_what_dropping_now_would_do
la_barra_de_estado_no_pertenece_a_ningun_pane	the_status_bar_does_not_belong_to_any_pane
la_barra_de_estado_trae_sus_elementos_y_se_pulsan	the_status_bar_brings_its_items_and_they_are_clickable
la_barra_de_paneles_ensena_los_paneles_y_un_click_los_abre	the_pane_bar_shows_the_panes_and_a_click_opens_them
la_barra_de_paneles_pinta_nombres_con_la_letra_subrayada_y_cae_a_letras	the_pane_bar_paints_names_with_the_underlined_letter_and_falls_back_to_letters
la_barra_de_teclas_pinta_lo_atado_y_un_clic_es_la_tecla	the_key_bar_paints_what_is_bound_and_a_click_is_the_key
la_cabecera_de_columnas_no_es_ninguna_fila	the_column_header_is_not_any_row
la_captura_se_suelta_y_se_restaura_alrededor_del_suspend	the_capture_is_released_and_restored_around_suspend
la_casa_no_depende_del_panel	home_does_not_depend_on_the_pane
la_descripcion_no_habla_de_un_spike	the_description_does_not_speak_of_a_spike
la_disposicion_de_la_ventana_se_respeta_y_el_relevo_la_entrega	the_windows_layout_is_respected_and_the_handoff_delivers_it
la_entrada_de_escritorio_es_la_que_esta_en_el_repo	the_desktop_entry_is_the_one_in_the_repo
la_extension_es_el_ultimo_punto_y_un_oculto_no_tiene	the_extension_is_the_last_dot_and_a_hidden_file_has_none
la_extension_no_distingue_mayusculas	the_extension_is_case_insensitive
la_feature_de_medida_no_es_la_de_por_defecto	the_measurement_feature_is_not_the_default_one
la_fila_dice_la_clase_y_sobre_que_actua_sin_el_id	the_row_says_the_class_and_what_it_acts_on_without_the_id
la_firma_es_rar5_y_el_contenido_va_crudo	the_signature_is_rar5_and_the_content_goes_raw
la_forma_del_arbol_no_decide_nada_aqui	the_trees_shape_decides_nothing_here
la_forma_del_corpus_no_cambia_sin_subir_el_puente	the_corpus_shape_does_not_change_without_bumping_the_bridge
la_franja_nombra_el_operando_con_el_panel_cerrado	the_strip_names_the_operand_with_the_pane_closed
la_fuente_efectiva_colapsa_hacia_el_anillo_que_existe	the_effective_source_collapses_toward_the_ring_that_exists
la_geometria_declarada_coincide_con_las_filas_pintadas	the_declared_geometry_matches_the_painted_rows
la_geometria_declarada_coincide_con_lo_pintado_con_el_sidebar_abierto	the_declared_geometry_matches_whats_painted_with_the_sidebar_open
la_hoja_dice_a_que_listado_sigue	the_sheet_says_which_listing_it_follows
la_hoja_no_se_lleva_el_teclado_nunca	the_sheet_never_takes_the_keyboard
la_linea_de_estado_explica_la_pareja_seleccionada	the_status_line_explains_the_selected_pair
la_marca_de_sin_listar_se_va_con_el_primer_listado	the_unlisted_mark_goes_away_with_the_first_listing
la_paleta_ejecuta_un_comando_de_extension_y_ensena_su_salida	the_palette_runs_an_extension_command_and_shows_its_output
la_paleta_pide_el_plan_a_un_renamer_y_lo_revisa_como_el_de_la_ia	the_palette_requests_the_plan_from_a_renamer_and_reviews_it_like_the_ais
la_pantalla_alterna_devuelve_lo_que_habia	the_alternate_screen_returns_what_was_there
la_pantalla_orthodox_no_se_mueve	the_orthodox_screen_does_not_move
la_plantilla_admite_texto_no_ascii	the_template_accepts_non_ascii_text
la_politica_decide_a_que_se_traduce_mod	the_policy_decides_what_mod_translates_to
la_posicion_absoluta_de_un_solo_eje	the_absolute_position_of_a_single_axis
la_puerta_de_la_ventana_es_estrecha	the_windows_door_is_narrow
la_raiz_local_se_sugiere_como_barra	the_local_root_is_suggested_as_the_slash
la_raiz_remota_se_sugiere_con_su_authority	the_remote_root_is_suggested_with_its_authority
la_rama_del_arbol_va_al_ultimo_listado_enfocado	the_tree_branch_goes_to_the_last_focused_listing
la_region_de_scroll_no_mueve_lo_de_fuera	the_scroll_region_does_not_move_whats_outside
la_regla_de_marcas_cuenta_los_mismos_tramos_en_los_dos_lados	the_marks_rule_counts_the_same_segments_on_both_sides
la_respuesta_de_una_apertura_anterior_no_aterriza	the_response_of_an_earlier_open_does_not_land
la_rueda_baja_por_la_ayuda_y_un_clic_elige_pagina	the_wheel_scrolls_down_through_help_and_a_click_chooses_a_page
la_rueda_desplaza_el_pane_bajo_el_puntero_y_no_el_del_foco	the_wheel_scrolls_the_pane_under_the_pointer_and_not_the_focused_one
